Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4
01/01/2026,22:39:00,2.836,0.267,240.6,11.86,0,0,4.01,43.26
01/01/2026,22:40:00,1.433,0.287,237.63,6.12,2.04,0,0.15,21.69
01/01/2026,22:41:00,0.095,0.01,242.21,0.55,0,0,11.17,0
01/01/2026,22:42:00,0.853,0.09,239.23,3.39,0,0,0,14.22
01/01/2026,22:43:00,4.229,0.61,242.66,17.11,5.9,0,3.9,60.68
01/01/2026,22:44:00,1.069,0.198,243.63,4.04,0,0,0.12,17.69
01/01/2026,22:45:00,1.068,0.252,240.83,4.48,8.29,5.07,2.61,1.82
01/01/2026,22:46:00,2.695,0.211,241.67,11.35,0,0,6.08,38.83
01/01/2026,22:47:00,1.889,0.244,238.17,8.11,13.2,0,2.78,15.49
01/01/2026,22:48:00,1.013,0.064,242.68,4.01,0,4.25,15.69,0
01/01/2026,22:49:00,0.747,0.151,240.65,3.37,12.21,0,6.14,0
01/01/2026,22:50:00,9.757,1.362,239.12,41.21,0.57,0,6.24,155.81
01/01/2026,22:51:00,3.712,0.71,236.34,15.83,0,0,2.81,59.06
01/01/2026,22:52:00,2.122,0.243,238.54,9.19,0,0,0.24,35.13
01/01/2026,22:53:00,2.236,0.489,236.67,9.62,2.22,0,8.04,27.01
01/01/2026,22:54:00,1.244,0.195,242.28,5.09,0,0,7.56,13.17
01/01/2026,22:55:00,1.869,0.446,243.66,7.54,4.64,13.34,4.53,8.65
01/01/2026,22:56:00,1.123,0.074,242.75,4.3,0,0,3.23,15.48
01/01/2026,22:57:00,0.561,0.086,247.46,2.18,3.48,0,4.64,1.23
01/01/2026,22:58:00,1.932,0.393,238.62,8.05,0,0,8.24,23.96
01/01/2026,22:59:00,1.032,0.175,241.79,4.22,0,0,7.49,9.71
01/01/2026,23:00:00,2.018,0.11,236.46,8.51,0,0,6.44,27.2
01/01/2026,23:01:00,2.343,0.573,239.41,9.33,0,0,14.05,25
01/01/2026,23:02:00,2.108,0.231,235.57,9.1,0,0,5.65,29.49
01/01/2026,23:03:00,0.51,0.051,241.7,2.29,0,0,0.09,8.41
01/01/2026,23:04:00,0.926,0.136,238.93,3.95,0,0,5.78,9.65
01/01/2026,23:05:00,1.051,0.167,233.84,4.26,13.43,0,5.69,0
01/01/2026,23:06:00,3.084,0.627,237.94,13.03,0,0,0.43,50.97
01/01/2026,23:07:00,2.96,0.381,245.38,12.07,14.58,0,3.35,31.4
01/01/2026,23:08:00,0.667,0.092,241.23,2.86,0,6.64,6.32,0
01/01/2026,23:09:00,0.32,0.05,242.31,1.63,0,0,7.31,0
01/01/2026,23:10:00,7.489,0.965,240.38,31.12,0,0,13.41,111.4
01/01/2026,23:11:00,2.04,0.475,239.46,8.55,0,0,11.05,22.94
01/01/2026,23:12:00,0.266,0.059,240.05,0.94,0,0,0.74,3.69
01/01/2026,23:13:00,0.788,0.111,240.74,3.46,0,0,5.63,7.5
01/01/2026,23:14:00,3.185,0.159,236.71,13.6,0,0,5.45,47.64
01/01/2026,23:15:00,6.226,1.433,242.29,25.74,0,0,2.17,101.6
01/01/2026,23:16:00,5.495,0.411,243.37,22.37,0,0,1.22,90.36
01/01/2026,23:17:00,1.968,0.195,239.41,8.08,0,0,1.34,31.47
01/01/2026,23:18:00,1.404,0.113,238.43,5.52,0,8.84,1.17,13.39
01/01/2026,23:19:00,0.454,0.039,237.77,1.77,0,0,9.85,0
01/01/2026,23:20:00,1.514,0.319,245.28,6.31,0,0.07,0.96,24.2
01/01/2026,23:21:00,0.531,0.088,238.64,2.3,0,0,1.84,7
01/01/2026,23:22:00,0.935,0.226,241.96,3.9,0,0,1.47,14.11
01/01/2026,23:23:00,2.833,0.273,239.43,12.13,0,3.09,7.49,36.65
01/01/2026,23:24:00,1.117,0.164,239.27,4.73,0,0,1.03,17.59
01/01/2026,23:25:00,1.046,0.257,237.71,4.29,0,2.38,0.15,14.91
01/01/2026,23:26:00,1.336,0.288,237.09,5.49,2.09,0,2.81,17.37
01/01/2026,23:27:00,8.285,1.622,242.22,34.16,0,0.57,2.18,135.33
01/01/2026,23:28:00,0.397,0.035,237.02,1.58,0,0,3.04,3.57
01/01/2026,23:29:00,1.796,0.366,241.39,7.63,0,0,8.41,21.53
01/01/2026,23:30:00,5.14,0.614,240.27,21.48,0,0,0.07,85.6
01/01/2026,23:31:00,1.332,0.208,242.26,5.44,4.58,0,0.23,17.39
01/01/2026,23:32:00,3.66,0.629,238.17,15.31,13.07,0,1.77,46.16
01/01/2026,23:33:00,0.292,0.05,243.24,1.34,0,0.11,13.2,0
01/01/2026,23:34:00,1.153,0.225,239.58,5.02,2.54,0,1.11,15.57
01/01/2026,23:35:00,0.598,0.109,247.78,2.04,0,0,34.93,0
01/01/2026,23:36:00,1.319,0.084,235.16,5.58,0,0,9.83,12.16
01/01/2026,23:37:00,1.345,0.19,247.29,5.46,0,0,3.65,18.77
01/01/2026,23:38:00,1.477,0.27,239.62,6.27,0,0,8.27,16.34
01/01/2026,23:39:00,2.813,0.307,240.67,11.71,3.26,0,4.39,39.23
01/01/2026,23:40:00,0.04,0.005,238.19,0.25,6.96,0,5.01,0
01/01/2026,23:41:00,0.752,0.056,235.29,3.15,0,0,5.22,7.31
01/01/2026,23:42:00,1.692,0.226,238.41,6.94,0,0,6.28,21.92
01/01/2026,23:43:00,0.104,0.026,238.9,0.59,0,0,0.38,1.36
01/01/2026,23:44:00,2.367,0.253,240.55,10,4.91,2.01,5.75,26.78
01/01/2026,23:45:00,0.737,0.115,243.36,3.16,0,0,7.57,4.7
01/01/2026,23:46:00,1.174,0.233,240.57,5.05,0,0,2.23,17.34
01/01/2026,23:47:00,2.914,0.154,240.62,11.92,0,0,23.06,25.51
01/01/2026,23:48:00,3.788,0.872,241.15,15.61,0.52,0,0.94,61.68
01/01/2026,23:49:00,2.426,0.309,234.74,10.56,0.81,0.36,14.48,24.78
01/01/2026,23:50:00,0.383,0.086,235.01,1.7,0,1.9,6.77,0
01/01/2026,23:51:00,2.328,0.135,235.51,9.9,0,9.36,6.55,22.9
01/01/2026,23:52:00,2.457,0.194,238.88,10.24,6.91,0,12.53,21.51
01/01/2026,23:53:00,2.08,0.238,234.38,9.13,3.61,0,10.69,20.37
01/01/2026,23:54:00,4.262,0.508,237.93,17.56,0,0,2.54,68.49
01/01/2026,23:55:00,1.511,0.332,235.9,6.47,0,0,7.33,17.86
01/01/2026,23:56:00,4.139,0.216,241.46,17.13,0,0,0.31,68.67
01/01/2026,23:57:00,4.12,0.734,241.31,16.82,9.93,0,3.74,55
01/01/2026,23:58:00,2.513,0.192,239.1,10.84,0.06,0,16.66,25.16
01/01/2026,23:59:00,1.821,0.391,234.3,7.23,0,0,1.92,28.42
02/01/2026,0:00:00,2.09,0.43,239.29,8.76,4.73,0,0.31,29.8
02/01/2026,0:01:00,4.961,0.744,240.99,20.69,0,0,5.25,77.44
02/01/2026,0:02:00,3.299,0.305,242.43,13.41,9.69,9.15,2.63,33.51
02/01/2026,0:03:00,0.443,0.078,245.26,1.86,0,0,2.87,4.52
02/01/2026,0:04:00,1.982,0.161,243.36,8.1,0,0.02,5.24,27.77
02/01/2026,0:05:00,0.564,0.05,240.49,2.54,0,0,5.83,3.56
02/01/2026,0:06:00,0.713,0.125,239.14,3.69,8.65,0,3.45,0
02/01/2026,0:07:00,0.973,0.241,237.77,4.16,0,0,4.25,11.96
02/01/2026,0:08:00,0.254,0.058,244.07,1.16,0,0,29.99,0
02/01/2026,0:09:00,0.522,0.088,240.5,1.98,0.61,1.91,18.9,0
02/01/2026,0:10:00,4.437,0.7,241.89,18.39,0,0,7.37,66.57
02/01/2026,0:11:00,0.709,0.177,238.23,2.9,0,1.97,1.06,8.78
02/01/2026,0:12:00,2.825,0.451,236.28,12.11,0.54,0,2.68,43.87
02/01/2026,0:13:00,1.635,0.219,238.8,6.56,0,0,12.88,14.37
02/01/2026,0:14:00,2.246,0.521,239.09,9.18,1.34,0,3.31,32.8
02/01/2026,0:15:00,2.326,0.225,240.58,9.9,0,0,18.66,20.1
02/01/2026,0:16:00,0.495,0.034,237.79,2.13,0.23,0,4.02,4
02/01/2026,0:17:00,2.812,0.497,240.07,11.98,3.46,0,11.87,31.53
02/01/2026,0:18:00,0.333,0.023,243.53,1.44,0,0,0.22,5.34
02/01/2026,0:19:00,0.677,0.084,234.98,2.98,0.12,0,3.42,7.75
02/01/2026,0:20:00,2.298,0.31,233.65,9.77,0,0,7.23,31.07
02/01/2026,0:21:00,0.457,0.073,243.74,1.84,9.03,6.03,11.95,0
02/01/2026,0:22:00,0.086,0.021,235.61,0.56,1.87,0,5.64,0
02/01/2026,0:23:00,1.904,0.179,238.86,7.94,0,0,1.14,30.59
02/01/2026,0:24:00,0.194,0.024,241.83,1.04,0,0,13.02,0
02/01/2026,0:25:00,2.478,0.189,239.82,10.31,5.16,2.05,5.13,28.95
02/01/2026,0:26:00,1.044,0.179,239.78,4.12,0,0,0.69,16.71
02/01/2026,0:27:00,1.881,0.368,240.22,7.58,0,0,3.74,27.61
02/01/2026,0:28:00,1.851,0.271,247.56,7.44,0,0.86,7.2,22.78
02/01/2026,0:29:00,2.628,0.261,245.34,10.89,0,0,3.6,40.2
02/01/2026,0:30:00,2.353,0.41,237.92,9.76,1.62,0,12.28,25.33
02/01/2026,0:31:00,0.452,0.071,243.15,2.01,0,0,3.31,4.23
02/01/2026,0:32:00,1.107,0.093,241.52,4.6,0,0,5.25,13.19
02/01/2026,0:33:00,1.879,0.246,239.94,7.95,5.62,0,1.42,24.27
02/01/2026,0:34:00,4.195,0.575,237.28,17.62,0,0,4.31,65.61
02/01/2026,0:35:00,2.371,0.585,241.35,9.86,0,0,1.51,38
02/01/2026,0:36:00,3.925,0.863,239.08,16.61,1.36,0,1.53,62.53
02/01/2026,0:37:00,1.964,0.387,238.86,8.22,4.25,0,1.97,26.51
02/01/2026,0:38:00,3.344,0.762,237.7,13.96,0.95,0,0.27,54.51
02/01/2026,0:39:00,1.749,0.345,243,6.83,0,0.96,1.07,27.11
02/01/2026,0:40:00,3.238,0.747,237.7,13.73,0,0,3.31,50.66
02/01/2026,0:41:00,0.992,0.06,237.72,4.02,0,0,0.84,15.69
02/01/2026,0:42:00,4.561,0.644,242.33,18.72,0,0,0.86,75.16
02/01/2026,0:43:00,2.153,0.429,239.57,8.77,0,0,20.64,15.24
02/01/2026,0:44:00,0.257,0.043,239.65,1.03,0,1.03,3.34,0
02/01/2026,0:45:00,1.933,0.164,243.1,8.37,0,0,3.1,29.11
02/01/2026,0:46:00,2.377,0.281,243.94,9.82,0,0,1.87,37.75
02/01/2026,0:47:00,2.889,0.328,233.62,12.24,0,0.38,4.31,43.47
02/01/2026,0:48:00,5.767,0.59,239.61,23.98,0,0,5.44,90.68
02/01/2026,0:49:00,0.841,0.1,235.77,3.28,0,0,3.25,10.77
02/01/2026,0:50:00,5.796,0.887,238.84,24.04,0,0,3,93.59
02/01/2026,0:51:00,1.405,0.31,239.98,5.6,0,0,7.23,16.18
02/01/2026,0:52:00,0.641,0.127,238.94,2.74,5.4,0,17.95,0
02/01/2026,0:53:00,0.86,0.187,236.92,3.72,2.34,0,12.61,0
02/01/2026,0:54:00,2.264,0.513,236.77,9.58,0.79,0,0.76,36.18
02/01/2026,0:55:00,0.541,0.072,242.18,2.31,0,10.17,6.34,0
02/01/2026,0:56:00,1.009,0.12,244.6,3.97,0,0,0.04,16.77
02/01/2026,0:57:00,1.892,0.116,233.82,7.86,0,0,6.02,25.52
02/01/2026,0:58:00,4.535,1.071,239.02,18.74,0.16,0,3.75,71.68
02/01/2026,0:59:00,2.824,0.178,242.2,11.42,0,0,4.05,43.02
02/01/2026,1:00:00,1.457,0.289,239.9,6.15,0,0,5.32,18.97
02/01/2026,1:01:00,2.255,0.283,236.66,9.93,0,1.82,8.14,27.62
02/01/2026,1:02:00,1.737,0.416,238.57,7.07,0,0,7.84,21.1
02/01/2026,1:03:00,0.375,0.05,240.91,1.49,0.08,0,0.27,5.9
02/01/2026,1:04:00,5.131,1.094,239.08,21.5,0,0,8,77.51
02/01/2026,1:05:00,4.589,0.489,239.86,19.08,0,0,10.63,65.85
02/01/2026,1:06:00,1.306,0.143,239.94,5.51,0,3.19,0.42,18.16
02/01/2026,1:07:00,0.892,0.151,238.43,3.63,0,1.68,2.34,10.85
02/01/2026,1:08:00,0.386,0.096,242.45,1.46,2.96,0,9.42,0
02/01/2026,1:09:00,2.372,0.364,238.57,9.91,0,1.69,4.08,33.77
02/01/2026,1:10:00,2.385,0.566,236.98,10.13,0.2,0,7.12,32.42
02/01/2026,1:11:00,0.595,0.123,246.69,2.67,0,0,4.19,5.73
02/01/2026,1:12:00,1.754,0.367,239.77,7.39,0,3.27,22.96,3.01
02/01/2026,1:13:00,2.755,0.378,232.2,11.82,3.77,0,16.51,25.64
02/01/2026,1:14:00,0.832,0.106,243.76,3.58,3.73,0,1.98,8.15
02/01/2026,1:15:00,1.16,0.103,243.75,4.96,0,0,2.93,16.42
02/01/2026,1:16:00,1.15,0.279,241.37,4.7,0,0,3.39,15.78
02/01/2026,1:17:00,0.638,0.154,241.89,2.61,0,0,0.66,9.98
02/01/2026,1:18:00,1.183,0.236,246.48,4.71,0,4.42,3.11,12.19
02/01/2026,1:19:00,0.199,0.022,237.11,1,0,0,8.95,0
02/01/2026,1:20:00,1.094,0.108,240.4,4.56,0,0,11.26,6.97
02/01/2026,1:21:00,1.11,0.275,245.91,4.23,0,0,13.04,5.46
02/01/2026,1:22:00,1.321,0.084,246.54,5.44,2.71,0,0.09,19.23
02/01/2026,1:23:00,2.118,0.463,238.9,9.16,0,0,9.33,25.97
02/01/2026,1:24:00,0.348,0.042,246.03,1.73,11.64,11.39,4.19,0
02/01/2026,1:25:00,0.437,0.058,242.41,1.71,24.41,3.84,1.39,0
02/01/2026,1:26:00,0.62,0.134,244.49,2.4,4,0,4.14,2.19
02/01/2026,1:27:00,0.302,0.021,242.31,1.63,2.11,0.36,11.16,0
02/01/2026,1:28:00,2.322,0.281,240.92,9.95,1.37,0,3.42,33.9
02/01/2026,1:29:00,0.795,0.191,246.63,3.32,0.17,0,27.91,0
02/01/2026,1:30:00,1.36,0.258,238.41,5.36,0,0,5.75,16.91
02/01/2026,1:31:00,0.563,0.113,245.71,2.17,0,0,4.04,5.35
02/01/2026,1:32:00,0.984,0.198,246.18,3.78,4.67,0,2.1,9.63
02/01/2026,1:33:00,1.828,0.114,244.09,7.85,0,2.09,0.07,28.3
02/01/2026,1:34:00,1.904,0.173,239.78,7.64,0,0,5.66,26.08
02/01/2026,1:35:00,0.46,0.068,240.73,2.27,0.02,0,5.17,2.48
02/01/2026,1:36:00,1.298,0.16,236.18,5.48,0,0,4.36,17.27
02/01/2026,1:37:00,0.574,0.076,238.64,2.17,9.08,1.72,4.63,0
02/01/2026,1:38:00,1.254,0.259,241.86,5.38,0,0.64,11.13,9.13
02/01/2026,1:39:00,0.727,0.038,235.72,3.21,0,0,2.29,9.83
02/01/2026,1:40:00,5.372,0.978,239.11,22.21,0,0,4.79,84.74
02/01/2026,1:41:00,2.743,0.137,245.83,11.15,2.92,0,6.84,35.95
02/01/2026,1:42:00,1.975,0.124,239.54,8.52,0,0,1.41,31.5
02/01/2026,1:43:00,1.069,0.141,243.1,4.31,3.04,0,15.53,0
02/01/2026,1:44:00,2.806,0.612,241.7,11.95,0,0,8.02,38.75
02/01/2026,1:45:00,1.333,0.105,239.08,5.43,0,0,0.33,21.89
02/01/2026,1:46:00,4.974,0.8,239.53,20.44,0,0.33,12.02,70.55
02/01/2026,1:47:00,3.031,0.563,240.5,12.61,0,0,15.94,34.57
02/01/2026,1:48:00,0.977,0.094,233.85,3.88,0,0,9.47,6.81
02/01/2026,1:49:00,4.56,0.695,242.84,18.8,0,0,3.33,72.66
02/01/2026,1:50:00,1.074,0.249,239.64,4.48,0,0,31.09,0
02/01/2026,1:51:00,5.602,0.854,242.95,22.91,0,0,0.8,92.58
02/01/2026,1:52:00,4.742,0.386,241.16,20.04,0.55,0,4.62,73.87
02/01/2026,1:53:00,1.819,0.319,239.51,7.59,0,0,1.12,29.2
02/01/2026,1:54:00,0.211,0.035,240.59,1.05,0,1.6,3.47,0
02/01/2026,1:55:00,1.7,0.094,240.6,7.25,0,0,15.74,12.6
02/01/2026,1:56:00,0.405,0.028,244.43,2.01,0.94,0,9.49,0
02/01/2026,1:57:00,0.751,0.061,240.19,2.88,10.13,0.01,9.14,0
02/01/2026,1:58:00,0.811,0.063,240.86,3.02,2.71,0,2.62,8.19
02/01/2026,1:59:00,0.401,0.041,236.21,2.04,0,0,16.33,0
02/01/2026,2:00:00,1.706,0.24,239.86,7.23,4.38,0,2.76,21.29
02/01/2026,2:01:00,0.66,0.082,244.36,2.73,0.74,0.39,0.24,9.63
02/01/2026,2:02:00,1.122,0.256,241.29,4.62,3.95,0,6.09,8.66
02/01/2026,2:03:00,0.818,0.141,236.76,3.39,0,0,2.7,10.93
02/01/2026,2:04:00,2.125,0.479,237.08,9.14,4.16,0,1,30.26
02/01/2026,2:05:00,1.999,0.311,237.78,8.12,0,0,16.37,16.95
02/01/2026,2:06:00,1.038,0.071,243,4.37,0,11.48,6.08,0
02/01/2026,2:07:00,2.214,0.316,242.63,9.33,0,0,16.93,19.96
02/01/2026,2:08:00,3.673,0.788,229.64,16.15,0,0,5.25,55.98
02/01/2026,2:09:00,0.063,0.006,239.76,0.25,0,0,0.4,0.66
02/01/2026,2:10:00,0.771,0.053,240.44,3.2,0,0,0.18,12.66
02/01/2026,2:11:00,0.503,0.058,237.11,2.38,1.66,2.84,13.85,0
02/01/2026,2:12:00,0.701,0.09,238.83,3.05,0,0,0.24,11.44
02/01/2026,2:13:00,0.058,0.006,243.99,0.59,0,0,5.73,0
02/01/2026,2:14:00,0.823,0.063,241.23,3.06,0,0.1,2.12,11.49
02/01/2026,2:15:00,4.081,0.409,238.5,17.29,1.5,1.07,6.98,58.46
02/01/2026,2:16:00,1.591,0.297,239.44,6.48,0,0,2.01,24.51
02/01/2026,2:17:00,2.168,0.276,239.32,9.04,0,0,0.23,35.9
02/01/2026,2:18:00,15.146,2.673,240.85,63.16,3.69,0,7.87,240.86
02/01/2026,2:19:00,5.036,0.792,235.71,21.17,0,0,2.23,81.71
02/01/2026,2:20:00,1.342,0.214,237.99,6.06,0,0,4.8,17.56
02/01/2026,2:21:00,0.919,0.092,243.11,4,0,4.21,8.92,2.19
02/01/2026,2:22:00,0.784,0.121,239.78,3.38,0,1.54,7.28,4.24
02/01/2026,2:23:00,1.872,0.102,237.45,7.7,0,1.52,2.57,27.11
02/01/2026,2:24:00,0.927,0.126,237.57,3.87,0,0,8.27,7.18
02/01/2026,2:25:00,0.387,0.064,242.16,1.53,6.42,1.02,15.6,0
02/01/2026,2:26:00,0.814,0.07,238.45,3.17,0,0,5.65,7.92
02/01/2026,2:27:00,1.918,0.194,241.53,8.16,0,0,7.29,24.67
02/01/2026,2:28:00,2.49,0.234,238.12,10.37,6.54,0,12.06,22.9
02/01/2026,2:29:00,5.423,0.348,236.61,22.88,0,16.18,11.13,63.07
02/01/2026,2:30:00,1.531,0.183,240.73,6.33,0,0,2.6,22.92
02/01/2026,2:31:00,3.841,0.944,239.71,15.98,0,3.3,28.75,31.96
02/01/2026,2:32:00,1.163,0.14,242.06,4.91,0,2.1,0.17,17.1
02/01/2026,2:33:00,1.318,0.187,242.65,5.31,0,0,25.92,0
02/01/2026,2:34:00,1.255,0.227,238.93,5.46,5.14,3.67,1.69,10.4
02/01/2026,2:35:00,1.697,0.305,241.05,6.92,0,0.98,3.48,23.82
02/01/2026,2:36:00,2.856,0.685,238.83,11.95,0,0,12.91,34.69
02/01/2026,2:37:00,0.889,0.197,241.9,3.41,3.7,0,1.68,9.43
02/01/2026,2:38:00,0.535,0.112,240.7,2.44,16.02,0,1.53,0
02/01/2026,2:39:00,3.039,0.73,238.13,13.03,0,0,6.18,44.47
02/01/2026,2:40:00,2.87,0.276,237.88,12.21,1.75,0,7.33,38.75
02/01/2026,2:41:00,4.308,0.747,240.81,17.92,0,0,0.04,71.75
02/01/2026,2:42:00,0.754,0.171,243.49,3.09,0,0.27,3.59,8.71
02/01/2026,2:43:00,1.123,0.196,242.7,4.31,0,0.05,4.03,14.64
02/01/2026,2:44:00,3.13,0.768,237.17,12.92,0,0,1.9,50.26
02/01/2026,2:45:00,0.878,0.062,237.49,3.85,0,0,4.74,9.9
02/01/2026,2:46:00,2.405,0.332,237.93,10.07,0,0,1.01,39.08
02/01/2026,2:47:00,1.167,0.287,238.21,4.63,0,0,2.35,17.11
02/01/2026,2:48:00,1.863,0.235,234.55,7.66,0,0,7.49,23.56
02/01/2026,2:49:00,0.377,0.075,242.37,1.68,0,0,12.42,0
02/01/2026,2:50:00,1.513,0.085,238.63,6.52,2.01,0,5.34,17.87
02/01/2026,2:51:00,3.617,0.684,241.39,14.68,3.45,0,0.47,56.37
02/01/2026,2:52:00,2.669,0.632,239.05,11.19,0,0.01,6.81,37.65
02/01/2026,2:53:00,0.495,0.063,239.93,2.14,7.64,0,13.67,0
02/01/2026,2:54:00,5.106,0.277,237.94,21.34,0,0,4.21,80.88
02/01/2026,2:55:00,3.448,0.192,239.92,14.62,0,0,4.08,53.38
02/01/2026,2:56:00,0.4,0.091,237.39,1.62,0,0,28.55,0
02/01/2026,2:57:00,0.82,0.16,239.94,3.08,0,0,6.07,7.6
02/01/2026,2:58:00,0.429,0.031,244.37,1.71,4.54,0,9.84,0
02/01/2026,2:59:00,1.908,0.116,241.56,8.17,1.19,0,6.24,24.38
02/01/2026,3:00:00,0.783,0.165,240.87,3.18,0,0,1.5,11.56
02/01/2026,3:01:00,0.096,0.02,236.04,0.2,0,0,2.01,0
02/01/2026,3:02:00,1.313,0.097,241.7,5.56,0,0,6.57,15.31
02/01/2026,3:03:00,2.945,0.325,241.99,12.22,0,0,3.65,45.42
02/01/2026,3:04:00,1.542,0.318,240.8,6.4,9.75,0,3.11,12.83
02/01/2026,3:05:00,2.229,0.346,240.64,9.36,0,0,0.14,37.02
02/01/2026,3:06:00,1.675,0.404,239.58,6.85,0,0,12.94,14.98
02/01/2026,3:07:00,2.58,0.377,241.95,10.54,0.06,0,12.95,29.99
02/01/2026,3:08:00,1.809,0.335,244.19,7.55,0,2.65,3.71,23.79
02/01/2026,3:09:00,1.247,0.189,240.99,4.98,1.78,2.5,7.24,9.26
02/01/2026,3:10:00,1.525,0.364,237.08,6.75,0,0,1.17,24.23
02/01/2026,3:11:00,4.429,0.575,237.31,18.91,0,0,4.2,69.61
02/01/2026,3:12:00,2.334,0.224,242.18,9.41,0,0,3.47,35.44
02/01/2026,3:13:00,0.493,0.057,237.11,2.37,0,2.3,6.41,0
02/01/2026,3:14:00,1.503,0.331,240.6,6.28,3.83,1.36,3.81,16.05
02/01/2026,3:15:00,1.879,0.281,238.96,8.14,0,0,4.14,27.18
02/01/2026,3:16:00,1.208,0.146,236.78,5.13,2.94,0,2.1,15.1
02/01/2026,3:17:00,0.097,0.015,242.5,0.37,0,0,0.3,1.32
02/01/2026,3:18:00,0.555,0.043,242.12,2.23,3.49,0,14.94,0
02/01/2026,3:19:00,0.929,0.047,235.93,3.45,8.13,1.55,0.07,5.74
02/01/2026,3:20:00,5.549,0.589,241.44,23.17,0,0,1.98,90.5
02/01/2026,3:21:00,2.129,0.364,241.01,8.69,0,0,3.56,31.93
02/01/2026,3:22:00,0.2,0.038,242.51,1.02,7.01,0.15,2.31,0
02/01/2026,3:23:00,1.282,0.276,240.5,5.67,0,0,4.82,16.55
02/01/2026,3:24:00,3.917,0.922,244.28,15.92,12.25,0,3.72,49.32
02/01/2026,3:25:00,0.772,0.102,239.62,3.09,0,0,1.77,11.09
02/01/2026,3:26:00,3.223,0.639,239.18,13.68,4.15,0,0.55,49.01
02/01/2026,3:27:00,0.21,0.014,237.08,0.79,0,0,0.89,2.61
02/01/2026,3:28:00,3.603,0.222,237.2,15.45,6.55,0,4,49.5
02/01/2026,3:29:00,0.881,0.066,236.93,3.58,0,0,11.22,3.47
02/01/2026,3:30:00,0.954,0.133,240.66,4.25,5.11,0,0.64,10.16
02/01/2026,3:31:00,1.662,0.153,239.19,6.89,0,0,6.78,20.91
02/01/2026,3:32:00,2.067,0.222,240.99,8.64,0,1.34,9.42,23.68
02/01/2026,3:33:00,0.018,0.003,236.37,0.27,1.94,0,1.94,0
02/01/2026,3:34:00,0.708,0.086,237.43,3.09,0.83,0,6.62,4.36
02/01/2026,3:35:00,1.478,0.239,237.38,6.44,21.79,0,6.96,0
02/01/2026,3:36:00,2.063,0.273,246.51,8.08,0,0,7.38,27
02/01/2026,3:37:00,0.486,0.041,239.5,1.95,0,0,13.29,0
02/01/2026,3:38:00,1.149,0.074,239.8,4.8,0,0,3.05,16.1
02/01/2026,3:39:00,0.769,0.075,239.77,3.05,0,0,1.68,11.14
02/01/2026,3:40:00,1.711,0.105,244.66,7.19,0,0,4.71,23.81
02/01/2026,3:41:00,3.504,0.609,235.16,14.8,0,0,0.39,58.01
02/01/2026,3:42:00,1.008,0.211,239.82,4.05,0.98,1.65,2.44,11.72
02/01/2026,3:43:00,0.269,0.032,235.13,1.33,0,0.08,12.89,0
02/01/2026,3:44:00,0.667,0.085,232.86,2.66,9.17,0,4.56,0
02/01/2026,3:45:00,5.068,1.081,237.8,21.11,0,0,3.44,81.02
02/01/2026,3:46:00,0.557,0.053,241.24,2.41,10.98,0,1.85,0
02/01/2026,3:47:00,0.348,0.026,237.61,1.74,0,0.35,1.73,3.73
02/01/2026,3:48:00,0.947,0.142,241.19,3.96,3.98,0,1.62,10.19
02/01/2026,3:49:00,1.282,0.23,240.32,5.01,0,0,10.6,10.77
02/01/2026,3:50:00,0.82,0.139,239.58,3.56,9.67,0,25.21,0
02/01/2026,3:51:00,0.212,0.041,243.79,0.75,0,0,4.59,0
02/01/2026,3:52:00,1.86,0.114,238.21,8.03,0,0,0.5,30.49
02/01/2026,3:53:00,1.713,0.232,241.14,7.03,0,0,8.34,20.2
02/01/2026,3:54:00,2.503,0.245,234.59,10.9,0,0.55,12.58,28.6
02/01/2026,3:55:00,1.679,0.339,240.3,6.9,4.54,0,16.06,7.38
02/01/2026,3:56:00,4.759,1.069,239.23,19.76,0,0,5.95,73.37
02/01/2026,3:57:00,2.664,0.283,236.45,10.88,2.67,0,4.24,37.49
02/01/2026,3:58:00,2.246,0.155,241.2,9.18,0,0,5.81,31.62
02/01/2026,3:59:00,3.604,0.363,237.78,15.19,2.94,0,0.08,57.05
02/01/2026,4:00:00,1.59,0.113,245.2,6.5,0.93,6.36,6.39,12.82
02/01/2026,4:01:00,1.173,0.134,232.7,5.16,0,0,7.42,12.12
02/01/2026,4:02:00,1.841,0.29,240.74,7.9,0,0,7.68,23.01
02/01/2026,4:03:00,0.088,0.022,240.13,0.37,0,0,4.97,0
02/01/2026,4:04:00,1.594,0.207,239.16,6.68,0,0,7.22,19.35
02/01/2026,4:05:00,1.281,0.12,238.41,5.6,0,0,6.11,15.24
02/01/2026,4:06:00,2.017,0.168,240.21,8.44,0,3.52,0.74,29.37
02/01/2026,4:07:00,3.231,0.273,243.19,13.1,0,0,13.72,40.13
02/01/2026,4:08:00,2.301,0.204,234.98,9.69,0,0,5.85,32.5
02/01/2026,4:09:00,0.669,0.135,237.58,2.39,0,0,7.81,3.34
02/01/2026,4:10:00,2.827,0.176,236.85,11.75,0,0,2.52,44.61
02/01/2026,4:11:00,4.811,1.2,236.71,19.99,0,0,15.1,65.08
02/01/2026,4:12:00,3.297,0.509,241.03,13.75,0,0,4.19,50.75
